INDEX,SEARCHED KEYWORD,PAPER TITLE,AUTHER NAME,URL,YEAR,ABSTRACT,SUMMARY
33,deep architectures for natural language ,Learning deep architectures for AI,"Y Bengio - Foundations and trends® in Machine Learning, 2009 - nowpublishers.com",https://www.nowpublishers.com/article/Details/MAL-006,2009,"Theoretical results suggest that in order to learn the kind of complicated functions that can represent high-level abstractions (e.g., in vision, language, and other AI-level tasks), one may need deep architectures. Deep architectures are composed of multiple levels of non-linear operations, such as in neural nets with many hidden layers or in complicated propositional formulae re-using many sub-formulae. Searching the parameter space of deep architectures is a difficult task, but learning algorithms such as those for Deep Belief Networks have recently been proposed to tackle this problem with notable success, beating the state-of-the-art in certain areas. This monograph discusses the motivations and principles regarding learning algorithms for deep architectures, in particular those exploiting as building blocks unsupervised learning of single-layer models such as Restricted Boltzmann Machines, used to construct deeper models such as Deep Belief Networks.","Searching the parameter space of deep architectures is a difficult task, but learning algorithms such as those for Deep Belief Networks have recently been proposed to tackle this problem with notable success, beating the state-of-the-art in certain areas."
34,deep architectures for natural language ,Deep learning for natural language processing,"Y Xie, L Le, Y Zhou, VV Raghavan - Handbook of statistics, 2018 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0169716118300026,2018,"… Word embedding enables different types of  deep    architecture  to be applied on text in order  to support different machine learning applications. For instance, Recurrent Neural Networks (…","For instance, Recurrent Neural Networks (…"
35,deep architectures for natural language ,Guest editors' introduction: Special section on learning deep architectures,"S Bengio, L Deng, H Larochelle, H Lee… - IEEE transactions on …, 2013 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/6541938/,2013,"There has been a resurgence of research in the design of deep architecture models and learning algorithms, i.e., methods that rely on the extraction of a multilayer representation of the data. Often referred to as deep learning, this topic of research has been building on and contributing to many different research topics, such as neural networks, graphical models, feature learning, unsupervised learning, optimization, pattern recognition, and signal processing. Deep learning is also motivated and inspired by neuroscience and has had a tremendous impact on various applications such as computer vision, speech recognition, and natural language processing. The clearly multidisciplinary nature of deep learning led to a call for papers for a special issue dedicated to learning deep architectures.","Often referred to as deep learning, this topic of research has been building on and contributing to many different research topics, such as neural networks, graphical models, feature learning, unsupervised learning, optimization, pattern recognition, and signal processing."
36,deep architectures for natural language ,A deep architecture for semantic matching with multiple positional sentence representations,"S Wan, Y Lan, J Guo, J Xu, L Pang… - Proceedings of the AAAI …, 2016 - ojs.aaai.org",https://ojs.aaai.org/index.php/AAAI/article/view/10342,2016,"
      
        Matching natural language sentences is central for many applications such as information retrieval and question answering. Existing deep models rely on a single sentence representation or multiple granularity representations for matching. However, such methods cannot well capture the contextualized local information in the matching process. To tackle this problem, we present a new deep architecture to match two sentences with multiple positional sentence representations. Specifically, each positional sentence representation is a sentence representation at this position, generated by a bidirectional long short term memory (Bi-LSTM). The matching score is finally produced by aggregating interactions between these different positional sentence representations, through k-Max pooling and a multi-layer perceptron. Our model has several advantages: (1) By using Bi-LSTM, rich context of the whole sentence is leveraged to capture the contextualized local information in each positional sentence representation; (2) By matching with multiple positional sentence representations, it is flexible to aggregate different important contextualized local information in a sentence to support the matching; (3) Experiments on different tasks such as question answering and sentence completion demonstrate the superiority of our model.
      
    ","Our model has several advantages: (1) By using Bi-LSTM, rich context of the whole sentence is leveraged to capture the contextualized local information in each positional sentence representation; (2) By matching with multiple positional sentence representations, it is flexible to aggregate different important contextualized local information in a sentence to support the matching; (3) Experiments on different tasks such as question answering and sentence completion demonstrate the superiority of our model."
37,deep architectures for natural language ,Image caption generation using a deep architecture,"A Hani, N Tagougui, M Kherallah - 2019 International Arab …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8990998/,2019,"Recently, image captioning is a new challenging task that has gathered widespread interest. The task involves generating a concise description of an image in natural language and is currently accomplished by techniques that use a combination of computer vision (CV), natural language processing (NLP), and machine learning methods.In this paper, we presented a model that generates natural language description of an image. We used a combination of convolutional neural networks to extract features and then used recurrent neural networks to generate text from these features. We incorporated the attention mechanism while generating captions. We evaluated the model on MSCOCO database. The obtained results are promising and competitive.","The task involves generating a concise description of an image in natural language and is currently accomplished by techniques that use a combination of computer vision (CV), natural language processing (NLP), and machine learning methods.In this paper, we presented a model that generates natural language description of an image."
38,deep architectures for natural language ,Text window denoising autoencoder: building deep architecture for Chinese word segmentation,"K Wu, Z Gao, C Peng, X Wen - Natural Language Processing and …, 2013 - Springer",https://link.springer.com/chapter/10.1007/978-3-642-41644-6_1,2013,"Deep learning is the new frontier of machine learning research, which has led to many recent breakthroughs in English natural language processing. However, there are inherent differences between Chinese and English, and little work has been done to apply deep learning techniques to Chinese natural language processing. In this paper, we propose a deep neural network model: text window denoising autoencoder, as well as a complete pre-training solution as a new way to solve classical Chinese natural language processing problems. This method does not require any linguistic knowledge or manual feature design, and can be applied to various Chinese natural language processing tasks, such as Chinese word segmentation. On the PKU dataset of Chinese word segmentation bakeoff 2005, applying this method decreases the F1 error rate by 11.9% for deep neural network based models. We are the first to apply deep learning methods to Chinese word segmentation to our best knowledge.KeywordsDeep LearningWord SegmentationDenoising AutoencoderChinese Natural Language Processing",We are the first to apply deep learning methods to Chinese word segmentation to our best knowledge.KeywordsDeep LearningWord SegmentationDenoising AutoencoderChinese Natural Language Processing
39,deep architectures for natural language ,Implementation of evolutionary algorithms for deep architectures,SS Tirumala - 2014 - researchbank.ac.nz,https://www.researchbank.ac.nz/handle/10652/3963,2014,"… that has been proved with its success in  Natural    Language  Processing (NLP) and image …  circuits,  deep    architectures  can be exponentially efficient than traditional narrow  architectures  in …",
40,object identification using deep learning,Data and its (dis) contents: A survey of dataset development and use in machine learning research,"A Paullada, ID Raji, EM Bender, E Denton, A Hanna - Patterns, 2021 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2666389921001847,2021,"…  work  , we survey recent issues pertaining to data in  machine    learning    research  , focusing  primarily on  work  … such as the ImageNet benchmark for visual  object    recognition  3 and the GLUE …",
41,object identification using deep learning,Car detection for autonomous vehicle: LIDAR and vision fusion approach through deep learning framework,"X Du, MH Ang, D Rus - … Conference on Intelligent Robots and …, 2017 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8202234/,2017,"Technologies in autonomous vehicles have seen dramatic advances in recent years; however, it still lacks of robust perception systems for car detection. With the recent development in deep learning research, in this paper, we propose a LIDAR and vision fusion system for car detection through the deep learning framework. It consists of three major parts. The first part generates seed proposals for potential car locations in the image by taking LIDAR point cloud into account. The second part refines the location of the proposal boxes by exploring multi-layer information in the proposal network and the last part carries out the final detection task through a detection network which shares part of the layers with the proposal network. The evaluation shows that the proposed framework is able to generate high quality proposal boxes more efficiently (77.6% average recall) and detect the car at the state of the art accuracy (89.4% average precision). With further optimization of the framework structure, it has great potentials to be implemented onto the autonomous vehicle.",The second part refines the location of the proposal boxes by exploring multi-layer information in the proposal network and the last part carries out the final detection task through a detection network which shares part of the layers with the proposal network.
42,object identification using deep learning,Do datasets have politics? Disciplinary values in computer vision dataset development,"MK Scheuerman, A Hanna, E Denton - … of the ACM on Human-Computer …, 2021 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3476058,2021,"Data is a crucial component of machine learning. The field is reliant on data to train, validate, and test models. With increased technical capabilities, machine learning research has boomed in both academic and industry settings, and one major focus has been on computer vision. Computer vision is a popular domain of machine learning increasingly pertinent to real-world applications, from facial recognition in policing to object detection for autonomous vehicles. Given computer vision's propensity to shape machine learning research and impact human life, we seek to understand disciplinary practices around dataset documentation - how data is collected, curated, annotated, and packaged into datasets for computer vision researchers and practitioners to use for model tuning and development. Specifically, we examine what dataset documentation communicates about the underlying values of vision data and the larger practices and goals of computer vision as a field. To conduct this study, we collected a corpus of about 500 computer vision datasets, from which we sampled 114 dataset publications across different vision tasks. Through both a structured and thematic content analysis, we document a number of values around accepted data practices, what makes desirable data, and the treatment of humans in the dataset construction process. We discuss how computer vision datasets authors value efficiency at the expense of care; universality at the expense of contextuality; impartiality at the expense of positionality; and model work at the expense of data work. Many of the silenced values we identify sit in opposition with social computing practices. We conclude with suggestions on how to better incorporate silenced values into the dataset creation and curation process.","Specifically, we examine what dataset documentation communicates about the underlying values of vision data and the larger practices and goals of computer vision as a field."
43,object identification using deep learning,The values encoded in machine learning research,"A Birhane, P Kalluri, D Card, W Agnew… - … , Accountability, and …, 2022 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3531146.3533083,2022,"
Machine learning currently exerts an outsized influence on the world, increasingly affecting institutional practices and impacted communities. It is therefore critical that we question vague conceptions of the field as value-neutral or universally beneficial, and investigate what specific values the field is advancing. In this paper, we first introduce a method and annotation scheme for studying the values encoded in documents such as research papers. Applying the scheme, we analyze 100 highly cited machine learning papers published at premier machine learning conferences, ICML and NeurIPS. We annotate key features of papers which reveal their values: their justification for their choice of project, which attributes of their project they uplift, their consideration of potential negative consequences, and their institutional affiliations and funding sources. We find that few of the papers justify how their project connects to a societal need (15%) and far fewer discuss negative potential (1%). Through line-by-line content analysis, we identify 59 values that are uplifted in ML research, and, of these, we find that the papers most frequently justify and assess themselves based on Performance, Generalization, Quantitative evidence, Efficiency, Building on past work, and Novelty. We present extensive textual evidence and identify key themes in the definitions and operationalization of these values. Notably, we find systematic textual evidence that these top values are being defined and applied with assumptions and implications generally supporting the centralization of power. Finally, we find increasingly close ties between these highly cited papers and tech companies and elite universities. 
","Through line-by-line content analysis, we identify 59 values that are uplifted in ML research, and, of these, we find that the papers most frequently justify and assess themselves based on Performance, Generalization, Quantitative evidence, Efficiency, Building on past work, and Novelty."
44,object identification using deep learning,"1.1 deep learning hardware: past, present, and future","Y LeCun - 2019 IEEE International Solid-State Circuits …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8662396/,2019,"Historically, progress in neural networks and deep learning research has been greatly influenced by the available hardware and software tools. This paper identifies trends in deep learning research that will influence hardware architectures and software platforms of the future.",This paper identifies trends in deep learning research that will influence hardware architectures and software platforms of the future.
45,object identification using deep learning,"Reduced, reused and recycled: The life of a dataset in machine learning research","B Koch, E Denton, A Hanna, JG Foster - arXiv preprint arXiv:2112.01716, 2021 - arxiv.org",https://arxiv.org/abs/2112.01716,2112," Benchmark datasets play a central role in the organization of machine
learning research. They coordinate researchers around shared research problems
and serve as a measure of progress towards shared goals. Despite the
foundational role of benchmarking practices in this field, relatively little
attention has been paid to the dynamics of benchmark dataset use and reuse,
within or across machine learning subcommunities. In this paper, we dig into
these dynamics. We study how dataset usage patterns differ across machine
learning subcommunities and across time from 2015-2020. We find increasing
concentration on fewer and fewer datasets within task communities, significant
adoption of datasets from other tasks, and concentration across the field on
datasets that have been introduced by researchers situated within a small
number of elite institutions. Our results have implications for scientific
evaluation, AI ethics, and equity/access within the field.
","Despite the
foundational role of benchmarking practices in this field, relatively little
attention has been paid to the dynamics of benchmark dataset use and reuse,
within or across machine learning subcommunities."
46,object identification using deep learning,Hierarchical object detection with deep reinforcement learning,"MB Bueno, XG Nieto, F Marqués… - Deep Learning for Image …, 2017 - books.google.com",https://books.google.com/books?hl=en&lr=&id=vsFVDwAAQBAJ&oi=fnd&pg=PA164&dq=+object+identification+using+deep+learningresearch+papers&ots=-1JhJstbpi&sig=YRcZUA-A6Stbk_zGBmQT1t6ifAk,2017,… This  work  introduces a model for Hierarchical  Object    Detection  with  Deep  Reinforcement …  We compare two different candidate proposal strategies to guide the  object  search: with and …,
47,object identification using deep learning,Orientation robust object detection in aerial images using deep convolutional neural network,"H Zhu, X Chen, W Dai, K Fu, Q Ye… - 2015 IEEE International …, 2015 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/7351502/,2015,"Detecting objects in aerial images is challenged by variance of object colors, aspect ratios, cluttered backgrounds, and in particular, undetermined orientations. In this paper, we propose to use Deep Convolutional Neural Network (DCNN) features from combined layers to perform orientation robust aerial object detection. We explore the inherent characteristics of DC-NN as well as relate the extracted features to the principle of disentangling feature learning. An image segmentation based approach is used to localize ROIs of various aspect ratios, and ROIs are further classified into positives or negatives using an SVM classifier trained on DCNN features. With experiments on two datasets collected from Google Earth, we demonstrate that the proposed aerial object detection approach is simple but effective.","In this paper, we propose to use Deep Convolutional Neural Network (DCNN) features from combined layers to perform orientation robust aerial object detection."
48,object identification using deep learning,Geometric deep learning on graphs and manifolds using mixture model cnns,"F Monti, D Boscaini, J Masci… - … pattern recognition, 2017 - openaccess.thecvf.com",http://openaccess.thecvf.com/content_cvpr_2017/html/Monti_Geometric_Deep_Learning_CVPR_2017_paper.html,2017,"
Deep learning has achieved a remarkable performance breakthrough in several fields, most notably in speech recognition, natural language processing, and computer vision. In particular, convolutional neural network (CNN) architectures currently produce state-of-the-art performance on a variety of image analysis tasks such as object detection and recognition. Most of deep learning research has so far focused on dealing with 1D, 2D, or 3D Euclidean-structured data such as acoustic signals, images, or videos. Recently, there has been an increasing interest in geometric deep learning, attempting to generalize deep learning methods to non-Euclidean structured data such as graphs and manifolds, with a variety of applications from the domains of network analysis, computational social science, or computer graphics. In this paper, we propose a unified framework allowing to generalize CNN architectures to non-Euclidean domains (graphs and manifolds) and learn local, stationary, and compositional task-specific features. We show that various non-Euclidean CNN methods previously proposed in the literature can be considered as particular instances of our framework. We test the proposed method on standard tasks from the realms of image-, graph- and 3D shape analysis and show that it consistently outperforms previous approaches.","Recently, there has been an increasing interest in geometric deep learning, attempting to generalize deep learning methods to non-Euclidean structured data such as graphs and manifolds, with a variety of applications from the domains of network analysis, computational social science, or computer graphics."
49,object identification using deep learning,Logo-net: Large-scale deep logo detection and brand recognition with deep region-based convolutional networks,"SCH Hoi, X Wu, H Liu, Y Wu, H Wang, H Xue… - arXiv preprint arXiv …, 2015 - arxiv.org",https://arxiv.org/abs/1511.02462,2015," Logo detection from images has many applications, particularly for brand
recognition and intellectual property protection. Most existing studies for
logo recognition and detection are based on small-scale datasets which are not
comprehensive enough when exploring emerging deep learning techniques. In this
paper, we introduce ""LOGO-Net"", a large-scale logo image database for logo
detection and brand recognition from real-world product images. To facilitate
research, LOGO-Net has two datasets: (i)""logos-18"" consists of 18 logo classes,
10 brands, and 16,043 logo objects, and (ii) ""logos-160"" consists of 160 logo
classes, 100 brands, and 130,608 logo objects. We describe the ideas and
challenges for constructing such a large-scale database. Another key
contribution of this work is to apply emerging deep learning techniques for
logo detection and brand recognition tasks, and conduct extensive experiments
by exploring several state-of-the-art deep region-based convolutional networks
techniques for object detection tasks. The LOGO-net will be released at
http://logo-net.org/
","In this
paper, we introduce ""LOGO-Net"", a large-scale logo image database for logo
detection and brand recognition from real-world product images."
50,object detection using deep architecture,Evaluation methods and replicability of software architecture research objects,"M Konersmann, A Kaplan, T Kühn… - 2022 IEEE 19th …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9779698/,2022,"Context: Software architecture (SA) as research area experienced an increase in empirical research, as identified by Galster and Weyns in 2016 [1]. Empirical research builds a sound foundation for the validity and comparability of the research. A current overview on the evaluation and replicability of SA research objects could help to discuss our empirical standards as a community. However, no such current overview exists.Objective: We aim at assessing the current state of practice of evaluating SA research objects and replication artifact provision in full technical conference papers from 2017 to 2021.Method: We first create a categorization of papers regarding their evaluation and provision of replication artifacts. In a systematic literature review (SLR) with 153 papers we then investigate how SA research objects are evaluated and how artifacts are made available.Results: We found that technical experiments (28%) and case studies (29%) are the most frequently used evaluation methods over all research objects. Functional suitability (46% of evaluated properties) and performance (29%) are the most evaluated properties. 17 papers (11%) provide replication packages and 97 papers (63%) explicitly state threats to validity. 17% of papers reference guidelines for evaluations and 14% of papers reference guidelines for threats to validity.Conclusions: Our results indicate that the generalizability and repeatability of evaluations could be improved to enhance the maturity of the field; although, there are valid reasons for contributions to not publish their data. We derive from our findings a set of four proposals for improving the state of practice in evaluating software architecture research objects. Researchers can use our results to find recommendations on relevant properties to evaluate and evaluation methods to use and to identify reusable evaluation artifacts to compare their novel ideas with other research. Reviewers can use our results to compare the evaluation and replicability of submissions with the state of the practice.",Reviewers can use our results to compare the evaluation and replicability of submissions with the state of the practice.
51,object detection using deep architecture,"The past, present, and future for software architecture","P Kruchten, H Obbink, J Stafford - IEEE software, 2006 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/1605175/,2006,"It's been 10 years since David Garlan and Mary Shaw wrote their seminal book Software Architecture Perspective on an Emerging Discipline, since Maarten Boasson edited a special issue of IEEE Software on software architecture, and since the first International Software Architecture Workshop took place. What has happened over these 10 years? What have we learned? Where do we look for information? What's the community around this discipline? And where are we going from here?This article is part of a focus section on software architecture.",And where are we going from here?This article is part of a focus section on software architecture.
52,object detection using deep architecture,"A review of 40 years of cognitive architecture research: Focus on perception, attention, learning and applications","I Kotseruba, OJA Gonzalez… - arXiv preprint arXiv …, 2016 - researchgate.net",https://www.researchgate.net/profile/John-Tsotsos/publication/309483878_A_Review_of_40_Years_of_Cognitive_Architecture_Research_Focus_on_Perception_Attention_Learning_and_Applications/links/58148e1c08aedc7d8963b93b/A-Review-of-40-Years-of-Cognitive-Architecture-Research-Focus-on-Perception-Attention-Learning-and-Applications.pdf,2016,… In this  paper  we present a broad overview of the last 40 … To keep the length of this  paper    within reasonable limits we … for features when learning invariant  object    detection  [42]. In [43] the …,In [43] the …
53,object detection using deep architecture,A review of 40 years of cognitive architecture research: Core cognitive abilities and practical applications,"I Kotseruba, JK Tsotsos - arXiv preprint arXiv:1610.08602, 2016 - arxiv.org",https://arxiv.org/abs/1610.08602,1610," In this paper we present a broad overview of the last 40 years of research on
cognitive architectures. Although the number of existing architectures is
nearing several hundred, most of the existing surveys do not reflect this
growth and focus on a handful of well-established architectures. Thus, in this
survey we wanted to shift the focus towards a more inclusive and high-level
overview of the research on cognitive architectures. Our final set of 84
architectures includes 49 that are still actively developed, and borrow from a
diverse set of disciplines, spanning areas from psychoanalysis to neuroscience.
To keep the length of this paper within reasonable limits we discuss only the
core cognitive abilities, such as perception, attention mechanisms, action
selection, memory, learning and reasoning. In order to assess the breadth of
practical applications of cognitive architectures we gathered information on
over 900 practical projects implemented using the cognitive architectures in
our list. We use various visualization techniques to highlight overall trends
in the development of the field. In addition to summarizing the current
state-of-the-art in the cognitive architecture research, this survey describes
a variety of methods and ideas that have been tried and their relative success
in modeling human cognitive abilities, as well as which aspects of cognitive
behavior need more research with respect to their mechanistic counterparts and
thus can further inform how cognitive science might progress.
","Thus, in this
survey we wanted to shift the focus towards a more inclusive and high-level
overview of the research on cognitive architectures."
54,object detection using deep architecture,Smart classrooms aided by deep neural networks inference on mobile devices,"A Pacheco, E Flores, R Sánchez… - … on Electro/Information …, 2018 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8500260/,2018,"Machine Learning over edge computing devices is levering up embedded and IoT intelligence and is expected to grow even more. Today, Machine Learning applications are mainly driven by Cloud Computing, but a recent trend towards on-device ML execution is taken over. We can expect that in coming years there will be smart homes and buildings populated by much more smart devices able to assist human activities more naturally. We present a work in progress, a mobile edge computing prototype built to explore and validate how ready are smartphones for on-device execution of deep neural networks (DNNs) using as a test bed a light control of a smart classroom via object recognition using three pre-trained non-optimized DNN models embedded in one mobile app. The prototype was successfully accomplished for recognition and control tasks using only smartphone's CPU/GPU processing units to run DNN models under 670ms. Finally, on-device DNN inference performance is discussed and some future work issues are presented.",Machine Learning over edge computing devices is levering up embedded and IoT intelligence and is expected to grow even more.
55,object detection using deep architecture,Enabling Architecture Research on GPU Simulator for Deep Learning Applications,AD Nikam - 2018 - search.proquest.com,https://search.proquest.com/openview/734b7773ef9d910874965cc43412614f/1?pq-origsite=gscholar&cbl=18750,2018,"… for applications such as real time  object    detection  , embedded GPUs performance seems …  Fig 4.6 shows Matrix multiplication  using  Shared memory and increasing the  work  done per …",
56,object detection using deep architecture,Dilemmas in enterprise architecture research and practice from a perspective of feral information systems,"T Tambo, L Bækgaard - … Enterprise Distributed Object …, 2013 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/6690564/,2013,"This paper is presenting a discussion of feral information systems (FIS) in relationship to enterprise architecture (EA) thereby aiming to better qualify the architectural understanding of information systems not in line with corporate IT/IS strategy and policies. A qualitative and case-based approach is used as empirical foundation of this paper. With users developing own IS, classical strategy-based EA approaches are challenged. Identifying FIS can strongly improve insight into organizational processes and shortcomings official EA. A functional and temporal perspective is proposed to guide EA processes to embrace unofficial, user-driven systems. As FIS tend not to follow any rules of corporate IS, EA embrace of FIS is more complex. Using a meta-model for the social and operational character of FIS this complexity can be managed along with the improve business insight. The recognition of FIS in EA both opens up for insight in local adaptations of business processes, but can also create room for low-cost innovation and rapid response to changes in business conditions. Several forecasts are suggesting corporate IT/IS to be more user-driven and with reduced control from IT/IS professionals. This paper is opening a discussion on EA practice when centralized control is assumed to decline. EA has a tendency to be developed ""top-down"" emphasizing strategic alignment. In this contributed it is suggested to include social and operational alignment in EA practice.",This paper is presenting a discussion of feral information systems (FIS) in relationship to enterprise architecture (EA) thereby aiming to better qualify the architectural understanding of information systems not in line with corporate IT/IS strategy and policies.
57,object detection using deep architecture,Multi-Domain Thermal Object Detection Using Generative Adversarial Networks,"M Eltahan, K Elsayed - 2022 International Conference on …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10034641/,2022,"The major recent advances in autonomous driving are mostly based on recent progress in object detection methods. Object detection broadly depends on the quality of the cameras and sensors used to generate the images. Many kinds of sensors are being utilized for the sake of improving scene perception, such as RGB, radar, and LiDAR. However, the usage of all these sensors' data leads to object detection degradation in adverse lighting conditions. Thermal imaging depicts the spatial distribution of temperature differences in a scene. This leads to the ability of a thermal camera to outperform other sensors in severe weather conditions. In this research, we propose the use of thermal imaging to improve object detection in autonomous driving. The proposed framework inherits the architecture of EfficientDet and further proposes a technique to fuse the features of two different modalities: thermal and RGB. We use GAN as an I2I translation framework to transform the thermal images into RGB images. The experimental results demonstrate that the proposed framework outperforms the detection accuracy of other state-of-the-art object detectors in thermal imagery. We propose two variants, MDFFTDet-D0 and MDFFTDet-D2 which achieve mAP of 63.15% and 77.81% respectively on the FLIR ADAS dataset.","In this research, we propose the use of thermal imaging to improve object detection in autonomous driving."
58,object detection using deep architecture,Real-Time Robust Video Object Detection System Against Physical-World Adversarial Attacks,"H Han, X Hu, K Xu, P Dang, Y Wang, Y Zhao… - arXiv preprint arXiv …, 2022 - arxiv.org",https://arxiv.org/abs/2208.09195,2022," DNN-based video object detection (VOD) powers autonomous driving and video
surveillance industries with rising importance and promising opportunities.
However, adversarial patch attack yields huge concern in live vision tasks
because of its practicality, feasibility, and powerful attack effectiveness.
This work proposes Themis, a software/hardware system to defend against
adversarial patches for real-time robust video object detection. We observe
that adversarial patches exhibit extremely localized superficial feature
importance in a small region with non-robust predictions, and thus propose the
adversarial region detection algorithm for adversarial effect elimination.
Themis also proposes a systematic design to efficiently support the algorithm
by eliminating redundant computations and memory traffics. Experimental results
show that the proposed methodology can effectively recover the system from the
adversarial attack with negligible hardware overhead.
","We observe
that adversarial patches exhibit extremely localized superficial feature
importance in a small region with non-robust predictions, and thus propose the
adversarial region detection algorithm for adversarial effect elimination."
59,object detection using deep architecture,Cybersecurity risk analysis and technical defense architecture: Research of ICS in nuclear power plant construction stage,"Y Guo, X Lou, E Bajramovic… - Proceedings of the 3rd …, 2020 - conferences.iaea.org",https://conferences.iaea.org/event/181/contributions/15923/attachments/8492/11271/CN278_Paper_Submission_YUNGUO_with_id_615.pdf,2020,"… test platform is to  use  real equipment, which also means high investment cost and inflexibility  of changes. The authors of this  paper  also put forward an idea of  using  DT (Digital Twinning…",The authors of this  paper  also put forward an idea of  using  DT (Digital Twinning…
